"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
86," is sitting at a cafe watching people go by and sees a professional soccer player.",2,8," short","height","No","short","people","negative","Robert"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
86," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,9,"cold","temperature","No","cold","days of the year","negative","Lucas"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
86," is in the produce section of the supermarket and picks up an apple.",2,10,"heavy","weight","No","heavy","produce","positive","Charles"," picks up an apple.","Yes",NA,0,"context","apple"
86," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," short","height","No","short","people","negative","Jennifer"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
86," is searching for things to watch online with their friend and finds a music video.",2,12,"long","time","No","long","things you watch online","positive","Eric"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
86," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,13,"cheap","price","No","cheap","kitchen appliances","negative","Kathleen"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
86," is in the produce section of the supermarket and picks up a grape.",1,14,"light","weight","No","light","produce","negative","William"," picks up a grape.","Yes",NA,1,"context","grape"
86," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,15,"cold","temperature","No","cold","days of the year","negative","Julia"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
87," is searching for things to watch online with their friend and finds a video of a cute animal.",1,1,"short","time","No","short","things you watch online","negative","Jennifer"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
87," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,2,"warm","temperature","No","warm","days of the year","positive","Michael"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
87," is searching for things to watch online with their friend and finds a movie.",3,3,"short","time","No","short","things you watch online","negative","Daniel"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
87," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,4,"expensive","price","No","expensive","kitchen appliances","positive","John"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
87," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,5,"cold","temperature","No","cold","days of the year","negative","Robert"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
87," is sitting at a cafe watching people go by and sees a professional gymnast.",1,6," tall","height","No","tall","people","positive","Cameron"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
87," is in the produce section of the supermarket and picks up a grape.",1,7,"heavy","weight","No","heavy","produce","positive","Melinda"," picks up a grape.","Yes",NA,0,"context","grape"
87," is searching for things to watch online with their friend and finds a music video.",2,8,"long","time","No","long","things you watch online","positive","Eric"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
87," is in the produce section of the supermarket and picks up a watermelon.",3,9,"light","weight","No","light","produce","negative","Josh"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
87," is sitting at a cafe watching people go by and sees a professional basketball player.",3,10," short","height","No","short","people","negative","Sophie"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
87," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,11,"cheap","price","No","cheap","kitchen appliances","negative","Gabriel"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
87," is in the produce section of the supermarket and picks up an apple.",2,12,"light","weight","No","light","produce","negative","Michelle"," picks up an apple.","Yes",NA,1,"context","apple"
87," is sitting at a cafe watching people go by and sees a professional soccer player.",2,13," tall","height","No","tall","people","positive","Angela"," sees a professional soccer player.","Yes",NA,1,"context","soccer player"
87," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,14,"cheap","price","No","cheap","kitchen appliances","negative","Veronica"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
87," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,15,"cold","temperature","No","cold","days of the year","negative","Alexander"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
88," is in the produce section of the supermarket and picks up a grape.",1,1,"heavy","weight","No","heavy","produce","positive","Lucas"," picks up a grape.","Yes",NA,0,"context","grape"
88," is searching for things to watch online with their friend and finds a video of a cute animal.",1,2,"long","time","No","long","things you watch online","positive","Julia"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
88," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,3,"cheap","price","No","cheap","kitchen appliances","negative","Daniel"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
88," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,4,"warm","temperature","No","warm","days of the year","positive","Veronica"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
88," is searching for things to watch online with their friend and finds a movie.",3,5,"short","time","No","short","things you watch online","negative","Jennifer"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
88," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,6,"cheap","price","No","cheap","kitchen appliances","negative","Greg"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
88," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,7,"warm","temperature","No","warm","days of the year","positive","Anthony"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
